//FILE_ID:1
000C0516,2,1
00460816,02,020030,N,2233.3792,W,11355.7280,A,0.00,000,250413,00800000
000B056,2,1
00460816,02,020031,N,2233.4086,W,11355.7304,A,0.00,000,250413,00800000
0045086,02,020032,N,2232.8674,W,11355.8624,A,0.00,000,250413,00800000
00460816,02,020032,N,2233.4314,W,11355.7322,A,0.00,000,250413,00800000
0045086,02,020033,N,2232.8602,W,11355.8612,A,0.00,000,250413,00800000
00460816,02,020033,N,2233.4470,W,11355.7334,A,0.00,000,250413,00800000
0045086,02,020034,N,2232.8512,W,11355.8600,A,0.00,000,250413,00800000
00460816,02,020034,N,2233.4794,W,11355.7346,A,0.00,000,250413,00800000
0045086,02,020035,N,2232.8446,W,11355.8588,A,0.00,000,250413,00800000
00460816,02,020035,N,2233.5100,W,11355.7364,A,0.00,000,250413,00800000
0045086,02,020036,N,2232.8392,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020036,N,2233.5382,W,11355.7376,A,0.00,000,250413,00800000
0045086,02,020037,N,2232.8326,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020037,N,2233.5556,W,11355.7376,A,0.00,000,250413,00800000
0045086,02,020038,N,2232.8236,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020038,N,2233.5802,W,11355.7376,A,0.00,000,250413,00800000
0045086,02,020039,N,2232.8176,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020039,N,2233.5976,W,11355.7376,A,0.00,000,250413,00800000
0045086,02,020040,N,2232.8104,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020040,N,2233.5976,W,11355.7694,A,0.00,000,250413,00800000
0045086,02,020041,N,2232.8050,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020041,N,2233.5976,W,11355.7988,A,0.00,000,250413,00800000
0045086,02,020042,N,2232.8014,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020042,N,2233.5976,W,11355.8150,A,0.00,000,250413,00800000
0045086,02,020043,N,2232.7972,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020043,N,2233.5964,W,11355.8516,A,0.00,000,250413,00800000
0045086,02,020044,N,2232.7906,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020044,N,2233.5952,W,11355.8750,A,0.00,000,250413,00800000
0045086,02,020045,N,2232.7852,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020045,N,2233.5946,W,11355.8990,A,0.00,000,250413,00800000
0045086,02,020046,N,2232.7780,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020046,N,2233.5940,W,11355.9182,A,0.00,000,250413,00800000
0045086,02,020047,N,2232.7732,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020047,N,2233.5946,W,11355.9434,A,0.00,000,250413,00800000
0045086,02,020048,N,2232.7690,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020048,N,2233.5958,W,11355.9704,A,0.00,000,250413,00800000
0045086,02,020049,N,2232.7636,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020049,N,2233.5970,W,11355.9950,A,0.00,000,250413,00800000
0045086,02,020050,N,2232.7594,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020050,N,2233.5976,W,11356.0130,A,0.00,000,250413,00800000
0045086,02,020051,N,2232.7546,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020051,N,2233.5976,W,11356.0352,A,0.00,000,250413,00800000
0045086,02,020052,N,2232.7516,W,11355.8582,A,0.00,000,250413,00800000
00460816,02,020052,N,2233.5976,W,11356.0556,A,0.00,000,250413,00800000
0045086,02,020053,N,2232.7450,W,11355.8576,A,0.00,000,250413,00800000
00460816,02,020053,N,2233.5814,W,11356.0580,A,0.00,000,250413,00800000
0045086,02,020054,N,2232.7372,W,11355.8570,A,0.00,000,250413,00800000
00460816,02,020054,N,2233.5694,W,11356.0592,A,0.00,000,250413,00800000
0045086,02,020055,N,2232.7306,W,11355.8564,A,0.00,000,250413,00800000
00460816,02,020055,N,2233.5502,W,11356.0616,A,0.00,000,250413,00800000
0045086,02,020056,N,2232.7228,W,11355.8552,A,0.00,000,250413,00800000
00460816,02,020056,N,2233.5220,W,11356.0646,A,0.00,000,250413,00800000
